Australian Bureau of Statistics,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"2016 Census - Counting Persons, Place of Usual Residence (MB)",,,,,,,,,,,,,,,
SA2 (UR) by HEAP - 1 Digit Level by CITP Australian Citizenship,,,,,,,,,,,,,,,
Counting: Persons Place of Usual Residence,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,
Default Summation,Persons Place of Usual Residence,,,,,,,,,,,,,,
CITP Australian Citizenship,Australian,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SA2 (UR),Postgraduate Degree Level,Graduate Diploma and Graduate Certificate Level,Bachelor Degree Level,Advanced Diploma and Diploma Level,Certificate III & IV Level,Secondary Education - Years 10 and above,Certificate I & II Level,Secondary Education - Years 9 and below,Supplementary Codes,Not stated,Not applicable,Total,pop,bach.count,bach
Rapid Creek,201,97,451,170,289,483,0,79,44,74,426,2308,1808,749,41.42699115
Clayfield,580,289,1969,755,722,2088,5,257,171,169,1353,8364,6842,2838,41.47909968
Normanhurst - Thornleigh - Westleigh,1383,454,3275,1347,1178,3423,0,630,596,371,3583,16251,12297,5112,41.57111491
West Ryde - Meadowbank,1192,289,2952,1119,1234,2811,4,577,482,305,2587,13555,10663,4433,41.57366595
Drummoyne - Rodd Point,1268,421,3349,1333,1275,3024,9,874,554,416,2910,15425,12099,5038,41.63980494
St Peters - Marden,814,419,2390,842,893,2542,4,523,272,235,1820,10753,8698,3623,41.65325362
Lyons (ACT),242,102,438,179,226,508,3,123,59,73,398,2348,1877,782,41.66222696
Sandringham - Black Rock,1060,501,3105,1363,1078,3143,3,583,355,402,2590,14173,11181,4666,41.73150881
Walkerville,514,211,1456,524,473,1559,0,317,168,165,1004,6386,5217,2181,41.80563542
North Adelaide,533,169,1240,405,402,1642,0,111,133,192,388,5222,4642,1942,41.83541577
Torrens,156,76,409,169,151,445,0,86,37,42,404,1977,1531,641,41.86806009
Greenslopes,475,250,1727,587,769,1636,4,230,163,178,1022,7046,5846,2452,41.94320903
Northmead,1307,259,2574,991,1234,2475,8,565,462,441,3148,13455,9866,4140,41.96229475
Hornsby - East,693,181,1588,632,577,1655,0,289,251,180,1585,7631,5866,2462,41.97067849
Heidelberg - Rosanna,958,538,2504,984,1096,2479,4,692,278,385,2496,12407,9526,4000,41.99034222
Goodwood - Millswood,1130,567,3304,1168,1201,3467,13,654,403,351,2548,14798,11899,5001,42.02874191
Fadden,238,144,556,257,232,619,0,114,65,35,500,2762,2227,938,42.1194432
Fremantle,941,436,2586,974,1114,2479,4,571,281,343,1614,11350,9393,3963,42.19099329
Bulimba,411,183,1208,453,520,1231,0,151,84,123,1056,5435,4256,1802,42.34022556
Dulwich Hill - Lewisham,1213,499,2946,1107,1189,2748,3,837,459,324,2302,13625,10999,4658,42.34930448
Eastwood - Denistone,1803,384,3856,1408,1218,4159,4,813,610,404,3577,18233,14252,6043,42.40106652
Strathfield,1368,268,3751,1093,840,3992,3,817,579,433,2530,15666,12703,5387,42.40730536
Annerley,619,301,2146,694,882,2094,3,301,191,235,1196,8660,7229,3066,42.41250519
Murrumbeena,532,313,1582,554,628,1543,3,389,173,162,1404,7284,5718,2427,42.44491081
Corinda,325,138,888,308,321,955,0,157,83,72,883,4136,3181,1351,42.47092109
Waterloo - Beaconsfield,1737,418,4343,1612,1630,4075,6,864,595,513,2226,18012,15273,6498,42.54566883
Macquarie Park - Marsfield,1361,279,2933,1062,979,3075,4,577,448,545,2157,13407,10705,4573,42.71835591
Norman Park,352,197,1220,427,563,1190,0,97,92,88,1223,5451,4140,1769,42.7294686
Burnside - Wattle Park,1320,511,3506,1261,1054,3771,3,663,380,355,2741,15568,12472,5337,42.79185375
Applecross - Ardross,633,292,2154,813,688,2079,0,282,250,272,1567,9028,7189,3079,42.82932258
Carnegie,1024,462,2840,1037,1037,2704,4,685,277,292,2163,12533,10078,4326,42.92518357
Mount Lawley - Inglewood,874,518,3237,1136,1132,3060,3,514,302,352,2145,13277,10780,4629,42.9406308
Newmarket,280,133,975,255,400,993,0,122,71,57,663,3952,3232,1388,42.94554455
Farrer,281,142,570,261,212,659,3,117,70,56,542,2909,2311,993,42.96841194
Cherrybrook,1458,409,3538,1448,1028,3557,3,609,521,430,2966,15971,12575,5405,42.98210736
Brighton East,943,460,3014,1182,865,2921,0,574,312,455,2864,13593,10274,4417,42.99201869
North Perth,457,272,1772,543,645,1524,0,404,191,241,1277,7332,5814,2501,43.01685587
Newcastle - Cooks Hill,813,263,2303,753,1038,2058,9,371,238,247,925,9027,7855,3379,43.01718651
Thornbury,1147,719,3387,1136,1243,2884,5,1208,453,409,2713,15307,12185,5253,43.11038162
West Pennant Hills,992,247,2603,913,789,2558,0,408,405,194,2058,11163,8911,3842,43.11525081
Coorparoo,900,481,3234,1142,1312,3002,0,385,230,279,2244,13209,10686,4615,43.18734793
Flemington,579,280,1538,465,478,1466,6,439,297,291,1244,7079,5544,2397,43.23593074
Windsor,369,217,1466,433,634,1344,5,175,89,158,968,5862,4736,2052,43.3277027
East Fremantle,434,252,1467,556,537,1324,0,233,162,140,1226,6332,4966,2153,43.35481273
Hunters Hill - Woolwich,837,214,1916,677,502,1952,0,462,289,444,1865,9152,6843,2967,43.35817624
Holder,205,93,496,211,207,480,0,85,57,49,471,2350,1830,794,43.38797814
Norwood (SA),694,280,1913,687,613,1927,0,327,224,212,926,7787,6649,2887,43.42006317
Balwyn North,1284,553,3839,1249,895,3921,0,889,429,388,3175,16626,13063,5676,43.45096838
South Perth - Kensington,959,458,2994,1068,992,2972,3,397,317,428,2097,12675,10150,4411,43.45812808
Mount Nelson - Dynnyrne,346,161,781,279,294,903,0,124,62,66,658,3685,2961,1288,43.49881797
Mawson,248,97,569,237,216,573,0,86,70,58,449,2607,2100,914,43.52380952
Ormond - Glen Huntly,797,350,2048,835,730,1952,7,404,218,205,1796,9338,7337,3195,43.54640861
Brunswick West,910,509,2451,783,937,2265,5,743,291,274,1594,10750,8882,3870,43.57126773
Unley - Parkside,1355,652,3950,1326,1220,3915,0,803,432,554,2776,16983,13653,5957,43.63143631
Haberfield - Summer Hill,1066,311,2480,830,843,2184,0,778,330,320,2083,11226,8823,3857,43.71528958
Mitcham (SA),1106,512,3281,1130,1031,3229,3,557,330,302,2491,13977,11184,4899,43.80364807
Chifley,181,92,432,160,187,415,0,90,53,52,378,2039,1609,705,43.8160348
Yeronga,638,286,1859,636,665,1874,5,235,156,257,1226,7827,6344,2783,43.86822194
Macquarie,223,118,437,153,192,495,0,96,50,46,446,2263,1771,778,43.92998306
Adelaide,743,242,1901,654,675,1947,8,213,191,229,477,7271,6565,2886,43.96039604
Port Melbourne,1073,504,3068,1170,1103,2641,9,682,332,333,1913,12811,10565,4645,43.96592522
Alderley,311,210,1282,414,492,1155,4,134,86,79,1021,5189,4089,1803,44.09391049
Wembley Downs - Churchlands - Woodlands,843,421,2733,1004,786,2604,8,382,280,267,2564,11893,9062,3997,44.10726109
Weston,278,143,592,234,242,598,4,132,73,57,599,2948,2292,1013,44.19720768
Fairfield - Dutton Park,333,141,891,231,345,919,0,144,72,42,543,3665,3080,1365,44.31818182
Glenside - Beaumont,708,269,1817,667,428,1946,4,267,180,212,1435,7936,6289,2794,44.42677691
Caulfield - South,1062,499,3532,1248,897,3145,5,633,423,490,2756,14689,11443,5093,44.50755921
Kelvin Grove - Herston,459,215,1522,392,518,1575,0,152,90,93,733,5752,4926,2196,44.57978076
Seddon - Kingsville,571,361,1678,603,582,1399,0,458,206,142,1535,7527,5850,2610,44.61538462
Concord West - North Strathfield,1463,301,3244,1114,1064,2981,3,601,445,311,2916,14441,11214,5008,44.65846264
Forde,357,114,655,310,283,659,0,92,52,30,1157,3705,2518,1126,44.71803018
Parkville,603,143,1181,223,222,1743,0,107,81,75,338,4721,4308,1927,44.73073352
Spring Hill,276,125,753,237,256,782,0,86,62,74,241,2893,2578,1154,44.76338247
Pinjarra Hills - Pullenvale,463,147,1011,402,361,1011,0,113,104,180,1097,4884,3607,1621,44.94039368
Homebush Bay - Silverwater,1028,231,2539,937,840,2301,0,264,292,165,2387,10985,8433,3798,45.03735326
Hawthorne,342,119,1008,351,351,939,0,92,63,76,953,4290,3261,1469,45.04753143
Balwyn,1120,418,3058,1099,618,2964,0,627,278,306,2065,12554,10183,4596,45.13404694
Pearce,217,94,493,186,174,474,0,85,53,55,421,2248,1772,804,45.3724605
Sandy Bay,885,318,2143,707,594,2133,0,371,219,264,1299,8932,7369,3346,45.40643235
Isaacs,238,92,444,168,128,498,0,77,71,52,307,2063,1704,774,45.42253521
Grange,296,137,824,253,313,778,0,109,58,62,987,3807,2758,1257,45.57650471
South Brisbane,406,153,1078,322,359,1051,6,128,81,80,443,4106,3583,1637,45.68797097
Toorak Gardens,1149,479,3116,1081,790,2907,3,473,376,333,2210,12908,10365,4744,45.7694163
Balgowlah - Clontarf - Seaforth,1306,432,3973,1469,1037,3181,3,499,527,345,4240,17022,12437,5711,45.91943395
Downer,340,145,584,176,254,601,4,152,79,84,565,2976,2327,1069,45.93897722
Harrison,667,161,1090,467,493,1061,4,136,94,49,1733,5954,4172,1918,45.97315436
St Kilda,1623,707,4498,1744,1664,3605,8,520,427,509,1503,16813,14801,6828,46.13201811
Kenmore,721,278,1662,641,524,1634,4,155,145,129,1640,7527,5758,2661,46.21396318
Lawson,20,0,11,5,10,15,0,0,6,0,36,103,67,31,46.26865672
Highgate Hill,475,176,1156,317,361,1115,0,209,96,169,665,4738,3904,1807,46.28586066
Malvern East,1422,631,4077,1347,990,3493,8,775,435,376,3447,17009,13186,6130,46.48870014
Civic,344,114,565,113,90,912,0,18,49,27,71,2296,2198,1023,46.54231119
Perth City,1484,589,4775,1531,1737,3652,9,448,416,480,1255,16374,14639,6848,46.77915158
Alphington - Fairfield,720,394,1730,504,556,1498,0,484,177,160,1342,7575,6073,2844,46.83023218
West Hobart,465,269,1233,358,458,1134,0,202,86,94,902,5195,4199,1967,46.84448678
Flemington Racecourse,0,0,15,4,0,7,0,0,0,0,0,32,32,15,46.875
Wembley - West Leederville - Glendalough,984,467,3163,1054,1000,2435,3,421,302,423,2535,12795,9837,4614,46.90454407
Ashgrove,1005,445,2730,806,878,2537,0,328,172,167,2725,11802,8910,4180,46.91358025
St Ives,1702,411,3924,1475,790,3435,0,545,573,412,3688,16960,12860,6037,46.94401244
Pennant Hills - Cheltenham,1879,502,4016,1458,1110,3561,6,555,537,496,3617,17739,13626,6397,46.94701306
Mount Hawthorn - Leederville,628,357,2223,658,743,1679,0,333,202,160,1952,8933,6821,3208,47.03122709
Brighton (Vic.),1661,676,4793,1605,929,4255,8,735,469,514,3405,19043,15124,7130,47.1436128
Ivanhoe,975,447,2273,713,646,2039,4,482,248,247,1679,9749,7823,3695,47.23251949
Mosman Park - Peppermint Grove,679,251,2150,627,443,1898,0,291,170,197,1602,8315,6516,3080,47.26826274
Dover Heights,719,180,2293,776,538,1760,0,230,247,249,1959,8952,6744,3192,47.33096085
Sherwood,460,165,1140,305,390,1035,3,139,92,79,968,4772,3725,1765,47.38255034
Turramurra,1640,473,3896,1407,818,3347,0,528,573,386,3395,16459,12678,6009,47.39706578
Ashburton (Vic.),548,294,1502,475,387,1262,3,321,151,159,1555,6647,4933,2344,47.5167241
Kew East,489,227,1317,374,314,1134,0,286,129,101,1204,5576,4271,2033,47.60009365
Epping - North Epping,2300,539,4641,1548,1122,4254,3,653,642,399,3832,19935,15704,7480,47.63117677
Waitara - Wahroonga (West),700,182,1506,543,420,1242,0,201,218,251,1464,6724,5009,2388,47.67418646
Taroona - Bonnet Hill,278,132,765,281,218,610,0,119,70,77,648,3189,2464,1175,47.68668831
St Kilda East,1030,497,3241,1131,1039,2455,0,330,266,273,1849,12112,9990,4768,47.72772773
New Farm,840,377,2620,727,801,2089,4,318,257,216,894,9149,8039,3837,47.72981714
Narrabundah,610,226,987,313,380,941,0,239,104,141,926,4873,3806,1823,47.8980557
Brookfield - Kenmore Hills,629,203,1354,440,368,1276,0,140,144,287,1082,5930,4561,2186,47.92808595
Brisbane City,581,203,1399,445,426,1322,0,81,103,93,334,4978,4551,2183,47.96747967
Docklands,493,174,1213,489,368,984,0,63,133,91,387,4393,3915,1880,48.02043423
Coogee - Clovelly,1889,578,4826,1554,1477,3734,0,610,497,475,3670,19314,15169,7293,48.07831762
Rose Bay - Vaucluse - Watsons Bay,875,193,2534,718,412,2154,0,317,283,260,2122,9861,7479,3602,48.16151892
South Hobart - Fern Tree,514,258,1243,376,404,1094,3,210,90,129,976,5288,4183,2015,48.17116902
Wahroonga (East) - Warrawee,1543,413,3687,1216,702,3154,0,504,474,380,3066,15137,11691,5643,48.26789838
Elsternwick,778,437,2331,706,586,1839,0,411,225,222,1908,9437,7307,3546,48.52880799
City Beach,498,171,1485,453,268,1248,0,212,105,158,1126,5719,4435,2154,48.56820744
Belconnen,505,156,1100,295,376,978,3,117,94,112,394,4129,3623,1761,48.60612752
Randwick - South,973,254,2154,684,655,1718,0,296,201,241,1594,8781,6946,3381,48.67549669
Chapman,258,146,552,206,173,454,0,97,67,49,485,2494,1960,956,48.7755102
South Melbourne,857,325,2238,715,553,1652,5,411,242,228,1104,8342,7010,3420,48.7874465
Carlton,877,274,2047,481,445,1860,3,340,218,259,853,7664,6552,3198,48.80952381
Hawker,261,131,600,191,165,526,0,90,61,46,475,2551,2030,992,48.86699507
Petersham - Stanmore,1765,544,4265,1350,1247,3055,7,719,468,298,2465,16180,13417,6574,48.99754043
Swanbourne - Mount Claremont,668,259,1881,603,326,1619,0,215,156,211,1532,7471,5728,2808,49.02234637
Randwick - North,1295,379,3221,1037,963,2331,0,393,368,432,2363,12770,9975,4895,49.0726817
Caulfield - North,1399,610,4247,1229,871,3332,6,660,398,462,3488,16696,12746,6256,49.08206496
Franklin,553,132,1028,341,385,879,5,82,84,34,1232,4751,3485,1713,49.15351506
Prahran - Windsor,1227,550,4406,1290,1104,2947,0,672,363,379,1405,14351,12567,6183,49.20028646
Bruce,582,236,1259,323,354,1310,0,69,81,88,563,4870,4219,2077,49.22967528
Bondi Junction - Waverly,1206,285,2972,908,710,2308,4,356,317,397,2145,11602,9060,4463,49.26048565
Wilston,287,144,880,202,279,711,0,110,51,41,775,3476,2660,1311,49.28571429
Chelmer - Graceville,605,242,1524,428,425,1324,0,165,90,159,1550,6514,4805,2371,49.34443288
Willoughby - Castle Cove - Northbridge,2153,566,5296,1649,1024,4062,7,800,659,383,5288,21882,16211,8015,49.44173709
Manly - Fairlight,1522,452,4184,1432,1049,2926,7,414,458,497,2585,15531,12449,6158,49.46582055
Bondi - Tamarama - Bronte,1286,322,3484,1119,906,2379,4,375,394,337,2444,13051,10270,5092,49.58130477
Richmond (Vic.),2104,990,7094,1857,1778,4727,8,1207,772,518,2732,23774,20524,10188,49.6394465
Newstead - Bowen Hills,693,324,2358,698,738,1715,0,104,169,136,426,7358,6796,3375,49.66156563
Surrey Hills (East) - Mont Albert,815,372,2104,684,450,1718,3,281,193,148,1543,8308,6617,3291,49.7355297
Ivanhoe East - Eaglemont,713,281,1739,519,393,1424,0,271,149,140,1264,6893,5489,2733,49.79049007
Chatswood (East) - Artarmon,2010,457,4493,1303,816,3703,5,660,526,344,3667,17981,13970,6960,49.8210451
Collingwood,612,235,1643,452,466,1158,12,271,152,207,770,5973,4996,2490,49.8398719
Leichhardt - Annandale,2340,714,5328,1690,1459,3879,4,838,544,432,4449,21668,16787,8382,49.93149461
Lilyfield - Rozelle,1262,362,2760,871,783,2034,0,414,290,233,2299,11310,8778,4384,49.94303942
East Arm,0,0,4,0,3,0,0,0,0,0,0,8,8,4,50
Redfern - Chippendale,1415,365,3624,1009,868,2593,4,501,421,380,1038,12204,10786,5404,50.10198405
Camberwell,1805,730,4583,1374,858,3694,6,724,415,436,3378,18004,14190,7118,50.16208598
Indooroopilly,982,329,2309,511,580,2139,0,168,184,115,1331,8651,7205,3620,50.24288688
West End,793,294,1834,476,503,1490,3,263,161,135,976,6921,5810,2921,50.27538726
Brunswick,2214,938,5334,1378,1374,3810,9,1209,582,395,2335,19578,16848,8486,50.3679962
Red Hill (Qld),411,183,1322,329,421,964,0,117,60,114,771,4689,3804,1916,50.36803365
Northcote,2157,1088,5123,1368,1341,3621,4,1341,529,446,3699,20718,16573,8368,50.49176371
Taringa,699,236,1844,467,415,1616,0,114,106,89,685,6270,5496,2779,50.56404658
Fig Tree Pocket,373,110,831,252,187,701,0,83,52,76,857,3530,2597,1314,50.59684251
Crace,486,116,741,296,305,590,0,53,62,46,1002,3699,2651,1343,50.66012825
Claremont (WA),591,210,1844,523,304,1406,0,177,154,262,980,6459,5217,2645,50.69963581
Toowong,852,302,2246,541,574,1914,0,123,123,135,1040,7857,6682,3400,50.88296917
Toorak,1085,305,3215,951,461,2501,3,268,266,331,1277,10651,9043,4605,50.92336614
Pyrmont - Ultimo,1293,290,2839,840,640,2180,5,307,290,239,1219,10139,8681,4422,50.93883193
Coombs,153,61,312,111,104,248,0,17,27,18,393,1442,1031,526,51.01842871
Chatswood (West) - Lane Cove North,1751,426,3959,1272,912,2831,3,416,454,306,3026,15348,12016,6136,51.06524634
Elwood,1073,547,3391,1107,987,2176,4,277,233,231,1826,11859,9802,5011,51.12221996
Glen Iris - East,1323,626,3665,1095,707,2778,3,525,259,232,3108,14319,10979,5614,51.13398306
Bondi Beach - North Bondi,1242,364,4025,1146,896,2612,0,323,374,383,2801,14172,10988,5631,51.24681471
Kew,2179,801,5383,1485,1003,4054,4,850,512,453,3499,20224,16272,8363,51.39503441
Malvern - Glen Iris,1532,653,4562,1339,742,3268,0,650,360,389,2998,16501,13114,6747,51.44883331
Chapel Hill,1037,376,2133,657,516,1790,0,191,182,161,1758,8803,6884,3546,51.51074956
Albert Park,1248,444,3182,920,599,2230,5,539,278,302,1804,11551,9445,4874,51.60402329
Paddington - Milton,815,322,2674,630,643,1929,4,180,165,114,1393,8876,7369,3811,51.71665083
Bardon,870,354,2177,541,518,1712,0,228,132,135,2048,8720,6537,3401,52.02692367
Newtown - Camperdown - Darlington,2171,600,5145,1247,1088,4173,3,432,349,255,1888,17347,15204,7916,52.06524599
Curtin,574,215,1084,293,281,845,0,198,99,87,914,4591,3590,1873,52.17270195
Lane Cove - Greenwich,2582,652,5714,1659,1105,4081,0,738,597,399,4712,22241,17130,8948,52.23584355
Surrey Hills (West) - Canterbury,1422,618,3623,1019,591,2784,4,506,268,367,2704,13906,10835,5663,52.26580526
Ainslie,592,248,1017,277,265,863,3,214,81,132,824,4507,3551,1857,52.29512813
North Melbourne,1351,460,3246,818,668,2437,5,403,277,321,1507,11497,9669,5057,52.30116868
Watson,629,231,1134,324,375,859,0,171,91,103,954,4869,3812,1994,52.30849948
Weetangera,282,137,522,166,151,408,0,82,50,32,483,2313,1798,941,52.33592881
Garran,367,121,638,189,140,484,0,140,60,80,560,2788,2148,1126,52.42085661
Armadale,691,264,2144,634,327,1437,0,253,161,187,1087,7178,5904,3099,52.4898374
Potts Point - Woolloomooloo,1664,447,3909,1206,1039,2581,3,259,343,420,609,12483,11454,6020,52.55805832
O'Malley,111,27,201,58,42,174,0,27,15,18,135,798,645,339,52.55813953
Lyneham,548,234,1004,246,292,783,0,201,84,101,525,4022,3396,1786,52.59128386
Kensington (Vic.),889,405,2319,620,558,1525,4,348,198,163,1370,8398,6865,3613,52.62927895
Pymble,1599,422,3440,994,519,2618,3,420,362,219,3258,13853,10376,5461,52.6310717
Gordon - Killara,2056,398,4445,1163,568,3421,3,527,472,467,3344,16871,13060,6899,52.82542113
Auchenflower,449,177,1280,272,292,1004,0,54,72,63,610,4275,3602,1906,52.9150472
Brunswick East,956,438,2403,605,601,1560,3,439,180,173,1033,8380,7174,3797,52.92723725
Floreat,573,259,1887,481,323,1335,4,167,103,105,1738,6978,5135,2719,52.9503408
Mosman,2643,647,6189,1931,907,4338,4,582,658,577,4188,22659,17894,9479,52.9730636
Dickson,231,79,436,92,120,374,0,53,28,50,252,1710,1408,746,52.98295455
Wright,250,82,610,180,181,413,0,23,46,35,438,2250,1777,942,53.01069218
Glebe - Forest Lodge,1906,452,3845,1059,811,2803,11,489,313,311,1483,13482,11688,6203,53.07152635
Reid,179,75,322,79,76,275,0,44,37,21,125,1228,1082,576,53.23475046
Lindfield - Roseville,2277,546,4996,1410,697,3603,0,573,531,357,4427,19413,14629,7819,53.44862943
South Yarra - East,1458,496,4379,1171,921,2740,4,355,318,325,1054,13225,11846,6333,53.46108391
Hawthorn East,1237,549,3272,899,674,2176,3,378,263,220,2042,11714,9452,5058,53.51248413
Fitzroy,995,313,2100,511,450,1407,4,354,233,245,983,7588,6360,3408,53.58490566
Double Bay - Bellevue Hill,2195,503,5686,1557,786,3947,0,438,531,527,3075,19243,15641,8384,53.60271082
Hughes,354,127,585,172,129,466,0,97,54,89,517,2589,1983,1066,53.75693394
Surry Hills,1233,329,3294,836,677,1955,4,366,346,240,661,9932,9031,4856,53.77034658
Abbotsford,668,273,1823,512,405,1063,0,210,145,130,544,5774,5100,2764,54.19607843
Red Hill (ACT),339,138,666,129,117,548,0,103,50,53,535,2694,2106,1143,54.27350427
Subiaco - Shenton Park,1391,571,3571,919,689,2420,7,321,288,418,2082,12673,10173,5533,54.3890691
Cottesloe,588,220,1877,507,292,1135,0,155,137,123,1134,6173,4916,2685,54.61757526
Phillip,207,123,526,148,144,356,0,34,25,41,198,1803,1564,856,54.7314578
Hawthorn,1970,771,4979,1256,910,3355,0,500,307,300,2536,16873,14037,7720,54.99750659
Southbank,1105,363,2633,799,614,1641,0,118,180,115,545,8112,7452,4101,55.03220612
Melbourne,1207,334,2760,686,570,1923,3,106,166,169,589,8509,7751,4301,55.48961424
Kings Park (WA),5,0,0,0,0,4,0,0,0,0,0,9,9,5,55.55555556
Erskineville - Alexandria,1515,465,3793,1069,891,2154,3,240,258,196,1535,12108,10377,5773,55.63264913
Nedlands - Dalkeith - Crawley,1689,476,4099,800,437,3156,0,312,249,276,2549,14041,11216,6264,55.84878745
Sydney - Haymarket - The Rocks,1330,197,2747,778,441,1763,0,167,227,241,798,8689,7650,4274,55.86928105
Cremorne - Cammeray,1778,528,4460,1403,762,2478,0,246,416,280,2640,14992,12072,6766,56.04705103
Hackett,382,157,593,129,144,441,5,104,57,47,579,2640,2014,1132,56.20655412
Balmain,1704,464,3400,983,667,2080,3,331,273,231,2372,12509,9906,5568,56.20835857
Cook,369,134,596,138,148,409,0,82,61,36,454,2439,1949,1099,56.38789123
St Leonards - Naremburn,932,232,2262,620,427,1186,4,172,172,130,1352,7486,6004,3426,57.06195869
Neutral Bay - Kirribilli,1695,451,4298,1235,663,2316,4,239,403,263,1598,13153,11292,6444,57.06695005
Parafield,0,0,12,6,0,4,0,0,0,0,0,21,21,12,57.14285714
Yarralumla,432,148,631,194,132,452,0,67,62,45,370,2534,2119,1211,57.14959887
O'Connor (ACT),722,249,1174,236,242,913,4,150,62,84,817,4649,3748,2145,57.23052295
Yarra - North,1043,438,2071,470,446,1263,3,299,144,125,1261,7569,6183,3552,57.44784085
Braddon,587,252,1254,228,221,932,0,76,71,55,225,3906,3626,2093,57.72200772
South Yarra - West,558,199,1476,385,179,881,0,88,81,87,359,4300,3854,2233,57.9398028
Fitzroy North,1368,541,2951,605,519,1723,3,434,211,195,1448,10008,8365,4860,58.09922295
Deakin,383,143,654,160,87,441,0,89,64,59,485,2569,2025,1180,58.27160494
Darlinghurst,1006,246,2415,606,418,1254,0,136,171,150,420,6819,6249,3667,58.68138902
Crows Nest - Waverton,1868,512,4365,1252,692,2207,5,224,355,220,1997,13697,11480,6745,58.7543554
Aranda,330,141,488,129,90,355,0,53,44,46,438,2112,1628,959,58.90663391
Woollahra,788,168,1912,422,227,1069,0,126,153,154,968,5985,4863,2868,58.97594078
Campbell,475,159,690,181,122,501,0,62,53,59,456,2755,2240,1324,59.10714286
Griffith (ACT),588,220,1045,258,223,591,0,114,63,117,567,3777,3093,1853,59.909473
